Id,MSSubClass,MSZoning,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,KitchenQual,TotRmsAbvGrd,GarageCars,GarageArea,SaleCondition,SalePrice
1332,80,RL,CollgCr,SLvl,5,5,1976,1976,MetalSd,911,954,0,954,0,TA,6,2,576,Normal,132500
1333,20,RL,Edwards,1Story,4,6,1938,1958,MetalSd,816,816,0,816,1,TA,3,1,288,Normal,100000
1334,50,RM,IDOTRR,1.5Fin,5,6,1938,1995,Wd Sdng,803,803,557,1360,0,Gd,6,1,297,Normal,125500
1335,160,RM,BrDale,2Story,5,6,1970,1970,HdBoard,765,765,600,1365,0,TA,7,2,440,Normal,125000
1336,20,RL,NWAmes,1Story,6,5,1977,1977,Plywood,1350,1334,0,1334,0,TA,6,2,630,Normal,167900
1337,90,RL,NWAmes,1Story,5,5,1973,1973,Plywood,1656,1656,0,1656,0,TA,8,2,506,Normal,135000
1338,30,RM,OldTown,1Story,4,4,1941,1950,Wd Sdng,693,693,0,693,0,Fa,4,0,0,Normal,52500
1339,60,RL,CollgCr,2Story,7,5,2002,2002,VinylSd,916,920,941,1861,1,Gd,8,2,492,Normal,200000
1340,20,RL,CollgCr,1Story,5,7,1972,1972,MetalSd,864,864,0,864,0,TA,5,1,288,Normal,128500
1341,20,RL,NAmes,1Story,4,5,1971,1971,MetalSd,858,872,0,872,0,TA,5,4,480,Normal,123000
1342,20,RL,SawyerW,1Story,6,5,2003,2004,VinylSd,1114,1114,0,1114,1,Gd,6,2,576,Normal,155000
1343,60,RL,CollgCr,2Story,8,5,2002,2002,VinylSd,1284,1284,885,2169,0,Gd,7,2,647,Normal,228500
1344,50,RL,Crawfor,1.5Fin,6,6,1928,1950,BrkFace,896,1172,741,1913,0,TA,9,2,342,Normal,177000
1345,60,RL,CollgCr,2Story,7,5,2006,2006,VinylSd,728,728,728,1456,0,Gd,8,2,440,Partial,155835
1346,30,RM,OldTown,1Story,4,4,1920,1950,MetalSd,960,960,0,960,0,Fa,5,1,308,Normal,108500
1347,20,RL,NWAmes,1Story,7,7,1968,2003,BrkFace,1568,2156,0,2156,0,TA,9,2,508,Normal,262500
1348,20,RL,Timber,1Story,8,5,2006,2007,VinylSd,1732,1776,0,1776,1,Gd,7,3,712,Partial,283463
1349,20,RL,SawyerW,1Story,7,5,1998,1998,VinylSd,1482,1494,0,1494,1,Gd,5,2,514,Normal,215000
1350,70,RM,OldTown,2Story,8,5,1872,1987,MetalSd,684,938,1215,2358,0,TA,8,0,0,Normal,122000
1351,90,RL,NAmes,2Story,5,5,1969,1969,MetalSd,1248,1338,1296,2634,1,TA,12,4,968,Normal,200000
1352,60,RL,NAmes,2Story,6,6,1962,1962,HdBoard,858,858,858,1716,0,TA,8,2,490,Normal,171000
1353,50,RM,BrkSide,1.5Fin,6,9,1937,2000,MetalSd,698,786,390,1176,0,TA,4,2,624,Normal,134900
1354,50,RL,NoRidge,1.5Fin,8,5,1995,1996,VinylSd,2033,2053,1185,3238,1,Gd,9,3,666,Normal,410000
1355,60,RL,CollgCr,2Story,7,5,2000,2000,VinylSd,992,992,873,1865,1,Gd,7,3,839,Normal,235000
1356,80,RL,NWAmes,SLvl,7,6,1968,1992,MetalSd,570,1222,698,1920,0,Gd,8,2,487,Normal,170000
1357,20,RL,NAmes,1Story,5,5,1966,1966,HdBoard,864,892,0,892,0,TA,5,1,264,Normal,110000
1358,20,RL,NAmes,1Story,5,6,1971,2008,VinylSd,1078,1078,0,1078,1,TA,6,2,500,Normal,149900
1359,160,FV,Somerst,2Story,6,5,2000,2000,MetalSd,756,769,804,1573,0,Gd,5,2,440,Normal,177500
1360,20,RL,NridgHt,1Story,9,5,2004,2005,VinylSd,1980,1980,0,1980,1,Ex,8,3,770,Normal,315000
1361,70,RL,SWISU,2Story,5,6,1921,1998,MetalSd,612,990,1611,2601,0,TA,8,2,621,Normal,189000
1362,20,RL,StoneBr,1Story,7,5,2005,2005,VinylSd,1530,1530,0,1530,1,Gd,7,2,430,Normal,260000
1363,50,RL,NAmes,1.5Fin,4,4,1920,2007,VinylSd,715,1281,457,1738,0,TA,7,1,368,Normal,104900
1364,60,RL,Gilbert,2Story,6,5,2006,2007,VinylSd,616,616,796,1412,0,Gd,6,2,432,Partial,156932
1365,160,FV,Somerst,2Story,7,5,2005,2005,MetalSd,600,520,600,1200,0,Gd,4,2,480,Abnorml,144152
1366,60,FV,Somerst,2Story,7,5,2000,2000,VinylSd,814,814,860,1674,1,Gd,7,2,663,Normal,216000
1367,60,RL,CollgCr,2Story,7,5,1999,1999,VinylSd,873,882,908,1790,1,Gd,7,2,588,Abnorml,193000
1368,160,RM,MeadowV,2Story,5,6,1977,1977,CemntBd,757,925,550,1475,0,TA,6,1,336,Normal,127000
1369,120,RM,CollgCr,1Story,6,5,2003,2004,VinylSd,848,848,0,848,1,Gd,4,2,420,Normal,144000
1370,20,RL,CollgCr,1Story,8,5,2003,2003,VinylSd,1657,1668,0,1668,1,Gd,8,2,502,Normal,232000
1371,50,RL,OldTown,1.5Fin,4,6,1920,1950,CBlock,840,840,534,1374,0,TA,6,1,338,Normal,105000
1372,80,RL,NAmes,SLvl,6,6,1955,1996,AsbShng,992,1661,0,1661,1,Gd,8,1,377,Normal,165500
1373,60,RL,CollgCr,2Story,7,6,1998,1998,VinylSd,1108,1108,989,2097,1,Gd,8,2,583,Normal,274300
1374,20,RL,NoRidge,1Story,10,5,2001,2002,VinylSd,2633,2633,0,2633,1,Ex,8,3,804,Normal,466500
1375,60,FV,Somerst,2Story,7,5,2005,2005,CemntBd,1026,1026,932,1958,0,Gd,9,3,936,Normal,250000
1376,20,RL,Timber,1Story,8,5,2007,2007,VinylSd,1571,1571,0,1571,0,Gd,7,3,722,Partial,239000
1377,30,RL,SWISU,1Story,6,5,1930,1950,Wd Sdng,768,790,0,790,0,TA,4,1,160,Normal,91000
1378,50,RL,Edwards,1.5Fin,5,5,1941,1960,Wd Sdng,984,984,620,1604,0,TA,6,2,660,Normal,117000
1379,160,RM,BrDale,2Story,6,5,1973,1973,HdBoard,483,483,504,987,0,TA,5,1,264,Normal,83000
1380,80,RL,Timber,SLvl,5,5,2006,2007,VinylSd,384,754,640,1394,0,Gd,7,2,400,Normal,167500
1381,30,RL,Edwards,1Story,3,3,1914,1950,Stucco,864,864,0,864,1,TA,5,1,200,Normal,58500
1382,20,RL,NAmes,1Story,6,7,1970,1970,BrkFace,1205,2117,0,2117,0,TA,7,2,550,Normal,237500
1383,70,RM,OldTown,2Story,7,7,1920,1950,Wd Sdng,596,998,764,1762,1,Gd,8,2,576,Normal,157000
1384,30,RL,Sawyer,1Story,5,7,1918,2007,Wd Sdng,816,1416,0,1416,0,Gd,7,2,576,Normal,112000
1385,50,RL,Edwards,1.5Fin,6,5,1939,1950,WdShing,560,698,560,1258,0,TA,6,1,280,Normal,105000
1386,50,RM,IDOTRR,1.5Fin,4,8,1922,2007,VinylSd,796,796,358,1154,1,Gd,7,1,240,Normal,125500
1387,60,RL,NWAmes,2Story,7,5,1978,1978,Plywood,1392,1392,1392,2784,1,Gd,12,2,564,Normal,250000
1388,50,RM,OldTown,1.5Fin,6,7,1916,1950,Stucco,714,1664,862,2526,0,Gd,10,1,216,Family,136000
1389,20,RL,Gilbert,1Story,9,5,2006,2007,VinylSd,1746,1746,0,1746,1,Ex,7,3,758,Normal,377500
1390,50,RM,BrkSide,1.5Fin,6,6,1941,1950,Wd Sdng,735,869,349,1218,0,TA,6,2,440,Normal,131000
1391,20,RL,CollgCr,1Story,7,5,2000,2000,VinylSd,1525,1525,0,1525,1,Gd,6,2,541,Normal,235000
1392,90,RL,NAmes,1Story,5,5,1967,1967,Plywood,1584,1584,0,1584,0,TA,8,3,792,Normal,124000
1393,85,RL,NAmes,SFoyer,5,5,1967,1967,HdBoard,864,900,0,900,1,TA,6,1,288,Normal,123000
1394,190,RM,OldTown,1.5Fin,6,7,1905,2000,Wd Sdng,482,1221,691,1912,0,TA,7,2,672,Normal,163000
1395,120,RL,Blmngtn,1Story,7,5,2006,2006,VinylSd,1356,1500,0,1500,1,Gd,6,3,648,Partial,246578
1396,60,RL,Timber,2Story,8,5,2005,2006,VinylSd,1094,1133,1349,2482,0,Gd,9,3,642,Normal,281213
1397,20,RL,Timber,1Story,5,5,1948,1950,Wd Sdng,747,1687,0,1687,1,TA,7,2,572,Normal,160000
1398,70,RM,BrkSide,2Story,5,8,1920,2004,MetalSd,939,939,574,1513,0,TA,8,1,180,Normal,137500
1399,50,RL,NAmes,1.5Fin,5,4,1950,1982,VinylSd,1208,1136,768,1904,1,TA,7,1,240,Normal,138000
1400,50,RL,SWISU,1.5Fin,6,6,1925,1990,WdShing,976,1160,448,1608,0,Gd,7,1,216,Normal,137450
1401,50,RM,BrkSide,1.5Fin,6,7,1929,1950,WdShing,862,950,208,1158,0,TA,5,1,208,Normal,120000
1402,60,RL,Gilbert,2Story,6,5,2004,2004,VinylSd,839,864,729,1593,1,TA,8,2,398,Normal,193000
1403,20,RL,CollgCr,1Story,7,5,2006,2006,VinylSd,1286,1294,0,1294,0,Gd,6,2,662,Partial,193879
1404,20,RL,Somerst,1Story,8,5,2007,2007,VinylSd,1485,1464,0,1464,1,Gd,6,3,754,Normal,282922
1405,50,RL,OldTown,1.5Fin,3,4,1915,1950,Wd Sdng,672,694,520,1214,0,TA,6,3,936,Family,105000
1406,120,RM,Crawfor,1Story,8,5,2004,2005,CemntBd,1594,1646,0,1646,1,Gd,5,2,482,Normal,275000
1407,85,RL,CollgCr,SFoyer,5,7,1972,2007,HdBoard,768,768,0,768,1,TA,5,2,396,Normal,133000
1408,20,RL,Mitchel,1Story,5,5,1985,1985,HdBoard,833,833,0,833,1,TA,5,0,0,Normal,112000
1409,70,RM,OldTown,2Story,4,7,1910,1950,VinylSd,622,741,622,1363,0,TA,6,2,528,Normal,125500
1410,60,RL,NWAmes,2Story,7,6,1986,1991,Plywood,791,1236,857,2093,0,TA,7,2,542,Normal,215000
1411,60,RL,CollgCr,2Story,7,5,2001,2001,VinylSd,944,944,896,1840,1,Gd,6,2,622,Normal,230000
1412,50,RL,NAmes,1.5Fin,6,8,1950,2005,VinylSd,856,1112,556,1668,0,TA,6,1,271,Normal,140000
1413,90,RL,NAmes,1Story,4,5,1949,1950,BrkFace,0,1040,0,1040,0,TA,6,2,420,Normal,90000
1414,20,RL,SawyerW,1Story,8,5,2005,2006,VinylSd,1844,1844,0,1844,1,Gd,7,2,620,Abnorml,257000
1415,50,RL,BrkSide,1.5Fin,6,7,1923,2000,Wd Sdng,833,1053,795,1848,0,Gd,8,2,370,Normal,207000
1416,120,RL,Blmngtn,1Story,7,5,2007,2007,VinylSd,1386,1569,0,1569,0,Gd,7,3,660,Normal,175900
1417,190,RM,OldTown,2Story,4,6,1885,1950,VinylSd,777,1246,1044,2290,0,TA,11,2,560,Normal,122500
1418,60,RL,NoRidge,2Story,8,5,1998,1998,VinylSd,1284,1310,1140,2450,1,Gd,7,3,1069,Normal,340000
1419,20,RL,NAmes,1Story,5,5,1963,1963,HdBoard,1144,1144,0,1144,1,TA,6,1,336,Normal,124000
1420,20,RL,Crawfor,1Story,6,5,1969,1969,Plywood,1844,1844,0,1844,1,Gd,7,2,540,Normal,223000
1421,60,RL,NWAmes,2Story,6,6,1968,1968,HdBoard,708,708,708,1416,0,TA,7,2,776,Normal,179900
1422,120,RL,NPkVill,1Story,6,5,1977,1977,Plywood,1069,1069,0,1069,0,TA,4,2,440,Normal,127500
1423,120,RM,CollgCr,1Story,6,5,2003,2003,VinylSd,848,848,0,848,1,Gd,3,2,420,Normal,136500
1424,80,RL,Edwards,SLvl,6,7,1966,1966,Plywood,697,1575,626,2201,0,Gd,8,2,432,Alloca,274970
1425,20,RL,NAmes,1Story,5,5,1958,1983,HdBoard,1024,1344,0,1344,1,TA,6,1,484,Normal,144000
1426,20,RL,NAmes,1Story,6,6,1959,1959,HdBoard,1252,1252,0,1252,0,Gd,7,2,528,Normal,142000
1427,60,RL,NoRidge,2Story,7,5,1994,1994,VinylSd,1223,1223,904,2127,1,Gd,5,2,525,Normal,271000
1428,50,RL,NAmes,1.5Fin,5,6,1945,1950,MetalSd,913,1048,510,1558,1,TA,6,1,288,Normal,140000
1429,30,RM,OldTown,1Story,5,7,1940,1992,MetalSd,788,804,0,804,1,Gd,4,1,240,Abnorml,119000
1430,20,RL,NWAmes,1Story,6,7,1981,1981,MetalSd,1440,1440,0,1440,0,Gd,7,2,467,Normal,182900
1431,60,RL,Gilbert,2Story,5,5,2005,2005,VinylSd,732,734,1104,1838,0,TA,7,2,372,Normal,192140
1432,120,RL,NPkVill,1Story,6,6,1976,1976,Plywood,958,958,0,958,0,TA,5,2,440,Normal,143750
1433,30,RL,OldTown,1Story,4,6,1927,2007,Wd Sdng,656,968,0,968,0,TA,5,1,216,Normal,64500
1434,60,RL,Gilbert,2Story,6,5,2000,2000,VinylSd,936,962,830,1792,1,TA,8,2,451,Normal,186500
1435,20,RL,Mitchel,1Story,5,5,1977,1977,BrkFace,1126,1126,0,1126,1,TA,5,2,484,Normal,160000
1436,20,RL,NAmes,1Story,6,9,1962,2005,Wd Sdng,1319,1537,0,1537,1,Gd,7,2,462,Abnorml,174000
1437,20,RL,NAmes,1Story,4,6,1971,1971,HdBoard,864,864,0,864,0,TA,5,2,528,Normal,120500
1438,20,RL,NridgHt,1Story,8,5,2008,2008,VinylSd,1932,1932,0,1932,1,Ex,7,3,774,Partial,394617
1439,20,RM,OldTown,1Story,6,7,1957,1996,MetalSd,912,1236,0,1236,1,TA,6,2,923,Normal,149700
1440,60,RL,NWAmes,SLvl,7,6,1979,1979,HdBoard,539,1040,685,1725,0,TA,6,2,550,Normal,197000
1441,70,RL,Crawfor,2.5Fin,6,7,1922,1994,MetalSd,588,1423,748,2555,0,TA,11,2,672,Normal,191000
1442,120,RM,CollgCr,1Story,6,5,2004,2004,VinylSd,848,848,0,848,1,Gd,3,2,420,Normal,149300
1443,60,FV,Somerst,2Story,10,5,2008,2008,VinylSd,1017,1026,981,2007,1,Ex,10,3,812,Normal,310000
1444,30,RL,BrkSide,1.5Unf,6,6,1916,1950,Wd Sdng,952,952,0,952,0,Fa,4,1,192,Normal,121000
1445,20,RL,CollgCr,1Story,7,5,2004,2004,VinylSd,1422,1422,0,1422,0,Gd,7,2,626,Normal,179600
1446,85,RL,Sawyer,SFoyer,6,5,1966,1966,VinylSd,814,913,0,913,1,TA,6,1,240,Normal,129000
1447,20,RL,Mitchel,1Story,5,7,1962,1962,HdBoard,1188,1188,0,1188,0,TA,6,1,312,Normal,157900
1448,60,RL,CollgCr,2Story,8,5,1995,1996,VinylSd,1220,1220,870,2090,1,Gd,8,2,556,Normal,240000
1449,50,RL,Edwards,2Story,4,7,1910,2000,MetalSd,560,796,550,1346,0,TA,6,1,384,Normal,112000
1450,180,RM,MeadowV,SFoyer,5,7,1970,1970,CemntBd,630,630,0,630,1,Ex,3,0,0,Abnorml,92000
1451,90,RL,NAmes,2Story,5,5,1974,1974,VinylSd,896,896,896,1792,0,TA,8,0,0,Normal,136000
1452,20,RL,Somerst,1Story,8,5,2008,2009,CemntBd,1573,1578,0,1578,0,Ex,7,3,840,Partial,287090
1453,180,RM,Edwards,SLvl,5,5,2005,2005,VinylSd,547,1072,0,1072,1,TA,5,2,525,Normal,145000
1454,20,RL,Mitchel,1Story,5,5,2006,2006,VinylSd,1140,1140,0,1140,0,TA,6,0,0,Abnorml,84500
1455,20,FV,Somerst,1Story,7,5,2004,2005,VinylSd,1221,1221,0,1221,1,Gd,6,2,400,Normal,185000
1456,60,RL,Gilbert,2Story,6,5,1999,2000,VinylSd,953,953,694,1647,0,TA,7,2,460,Normal,175000
1457,20,RL,NWAmes,1Story,6,6,1978,1988,Plywood,1542,2073,0,2073,1,TA,7,2,500,Normal,210000
1458,70,RL,Crawfor,2Story,7,9,1941,2006,CemntBd,1152,1188,1152,2340,0,Gd,9,1,252,Normal,266500
1459,20,RL,NAmes,1Story,5,6,1950,1996,MetalSd,1078,1078,0,1078,1,Gd,5,1,240,Normal,142125
1460,20,RL,Edwards,1Story,5,6,1965,1965,HdBoard,1256,1256,0,1256,1,TA,6,1,276,Normal,147500
